docid,verb1,verb2,eiid1,eiid2,relation,unique_id,model_name,iter,score,relation_selected,max_score,n_cycles,min_vote
AP_20130322,,,e17,e21,VAGUE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,159.0,,3
AP_20130322,,,e20,e21,VAGUE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,159.0,,3
AP_20130322,,,e27,e1000035,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,159.0,,3
AP_20130322,,,e27,e28,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e1000035,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e29,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e31,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,159.0,,3
AP_20130322,,,e29,e31,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e2,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e2,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e4,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e6,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e7,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e6,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e7,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e7,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e8,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e9,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e10,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e8,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e9,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e10,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e8,e9,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e8,e10,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e9,e10,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e12,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e16,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e17,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e20,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e16,e17,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e16,e20,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e17,e20,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e21,e16,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e21,e17,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e21,e20,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e27,e1000035,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e27,e28,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e1000035,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e29,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e31,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e29,e31,BEFORE,UNDEFINED,gemini-1.5-flash,1.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e2,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e2,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e4,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e6,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e7,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e6,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e7,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e6,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e8,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e9,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e10,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e8,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e9,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e10,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e8,e9,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e8,e10,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e9,e10,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e12,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e16,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e17,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e20,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e16,e17,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e16,e20,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e17,e20,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e21,e16,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e21,e17,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e21,e20,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e27,e1000035,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e27,e28,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e1000035,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e29,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e31,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e29,e31,BEFORE,UNDEFINED,gemini-1.5-flash,2.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e2,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e2,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e4,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e6,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e7,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e6,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e7,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e7,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e8,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e9,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e10,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e8,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e9,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e10,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e8,e9,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e8,e10,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e9,e10,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e12,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e16,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e17,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e20,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e16,e17,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e16,e20,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e17,e20,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e16,e21,VAGUE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e17,e21,VAGUE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e20,e21,VAGUE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e27,e1000035,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e27,e28,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e1000035,e28,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e29,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e31,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e29,e31,BEFORE,UNDEFINED,gemini-1.5-flash,3.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e2,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e2,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e4,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e6,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e3,e7,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e6,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e4,e7,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e7,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e8,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e9,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e6,e10,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e8,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e9,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e7,e10,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e8,e9,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e8,e10,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e9,e10,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e12,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e16,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e17,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e13,e20,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e16,e17,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e16,e20,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e17,e20,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e16,e21,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e17,e21,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e20,e21,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e27,e1000035,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e27,e28,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e1000035,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e29,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e28,e31,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
AP_20130322,,,e29,e31,BEFORE,UNDEFINED,gemini-1.5-flash,4.0,1,BEFORE,159.0,,3
CNN_20130321_821,had,used,e4,e5,BEFORE,e4-e5,gemini-1.5-flash,0.0,1,BEFORE,5.0,,3
CNN_20130321_821,used,unleashed,e5,e8,BEFORE,e5-e8,gemini-1.5-flash,0.0,1,BEFORE,5.0,,3
CNN_20130321_821,unleashed,intended,e8,e1000,BEFORE,e1000-e8,gemini-1.5-flash,0.0,1,BEFORE,5.0,,3
CNN_20130321_821,tries,assure,e1002,e20,BEFORE,e1002-e20,gemini-1.5-flash,0.0,1,BEFORE,5.0,,3
CNN_20130321_821,had,used,e4,e5,BEFORE,e4-e5,gemini-1.5-flash,1.0,1,BEFORE,5.0,,3
CNN_20130321_821,used,unleashed,e5,e8,BEFORE,e5-e8,gemini-1.5-flash,1.0,1,BEFORE,5.0,,3
CNN_20130321_821,unleashed,intended,e8,e1000,BEFORE,e1000-e8,gemini-1.5-flash,1.0,1,BEFORE,5.0,,3
CNN_20130321_821,tries,assure,e1002,e20,BEFORE,e1002-e20,gemini-1.5-flash,1.0,1,BEFORE,5.0,,3
CNN_20130321_821,had,used,e4,e5,BEFORE,e4-e5,gemini-1.5-flash,2.0,1,BEFORE,5.0,,3
CNN_20130321_821,used,unleashed,e5,e8,BEFORE,e5-e8,gemini-1.5-flash,2.0,1,BEFORE,5.0,,3
CNN_20130321_821,unleashed,intended,e8,e1000,BEFORE,e1000-e8,gemini-1.5-flash,2.0,1,BEFORE,5.0,,3
CNN_20130321_821,tries,assure,e1002,e20,BEFORE,e1002-e20,gemini-1.5-flash,2.0,1,BEFORE,5.0,,3
CNN_20130321_821,had,used,e4,e5,BEFORE,e4-e5,gemini-1.5-flash,3.0,1,BEFORE,5.0,,3
CNN_20130321_821,used,unleashed,e5,e8,BEFORE,e5-e8,gemini-1.5-flash,3.0,1,BEFORE,5.0,,3
CNN_20130321_821,unleashed,intended,e8,e1000,BEFORE,e1000-e8,gemini-1.5-flash,3.0,1,BEFORE,5.0,,3
CNN_20130321_821,tries,assure,e1002,e20,BEFORE,e1002-e20,gemini-1.5-flash,3.0,1,BEFORE,5.0,,3
CNN_20130321_821,had,used,e4,e5,BEFORE,e4-e5,gemini-1.5-flash,4.0,1,BEFORE,5.0,,3
CNN_20130321_821,used,unleashed,e5,e8,BEFORE,e5-e8,gemini-1.5-flash,4.0,1,BEFORE,5.0,,3
CNN_20130321_821,unleashed,intended,e8,e1000,BEFORE,e1000-e8,gemini-1.5-flash,4.0,1,BEFORE,5.0,,3
CNN_20130321_821,tries,assure,e1002,e20,BEFORE,e1002-e20,gemini-1.5-flash,4.0,1,BEFORE,5.0,,3
CNN_20130322_1003,,,e1,e2,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e1,e3,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e1,e5,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e2,e3,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e2,e5,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e3,e5,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e1,e6,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e1,e7,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e2,e6,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e2,e7,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e3,e6,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e3,e7,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e5,e6,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e5,e7,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e6,e7,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e6,e9,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e6,e10,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e6,e11,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e6,e1000,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e7,e9,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e7,e10,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e7,e11,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e7,e1000,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e9,e10,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e9,e11,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e9,e1000,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e10,e11,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e10,e1000,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e11,e1000,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e9,e12,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e9,e13,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e9,e14,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e9,e15,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e10,e12,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e10,e13,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e10,e14,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e10,e15,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e11,e12,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e11,e13,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e11,e14,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e11,e15,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e1000,e12,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e1000,e13,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
CNN_20130322_1003,,,e1000,e14,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,238.0,,3
