docid,verb1,verb2,eiid1,eiid2,relation,unique_id,model_name,iter,score,relation_selected,max_score,conflict_rel,ccr,scr,n_cycles,min_vote
AP_20130322,appear,getting,e29,e30,BEFORE,e29-e30,llama-3.1-70b-versatile,0.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,getting,said,e30,e31,BEFORE,e30-e31,llama-3.1-70b-versatile,0.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,killed,started,e2,e3,BEFORE,e2-e3,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,started,sparking,e3,e4,BEFORE,e3-e4,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,sparking,turn,e4,e5,BEFORE,e4-e5,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,turn,ended,e5,e6,BEFORE,e5-e6,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,ended,according,e6,e7,BEFORE,e6-e7,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,reported,said,e8,e9,BEFORE,e8-e9,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,said,said,e9,e10,BEFORE,e10-e9,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,die,died,e11,e12,VAGUE,e11-e12,llama-3.1-70b-versatile,1.0,1,VAGUE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,recommends,died,e13,e16,VAGUE,e13-e16,llama-3.1-70b-versatile,1.0,1,VAGUE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,died,vaccinated,e16,e17,BEFORE,e16-e17,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,vaccinated,vaccinated,e17,e19,BEFORE,e17-e19,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,vaccinated,said,e19,e20,BEFORE,e19-e20,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,said,considered,e20,e21,VAGUE,e20-e21,llama-3.1-70b-versatile,1.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,considered,work,e21,e22,BEFORE,e21-e22,llama-3.1-70b-versatile,1.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,work,hospitalized,e22,e26,VAGUE,e22-e26,llama-3.1-70b-versatile,1.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,hospitalized,started,e26,e27,VAGUE,e26-e27,llama-3.1-70b-versatile,1.0,1,VAGUE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,started,dropping,e27,e28,BEFORE,e27-e28,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,dropping,appear,e28,e29,BEFORE,e28-e29,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,appear,getting,e29,e30,BEFORE,e29-e30,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,getting,said,e30,e31,BEFORE,e30-e31,llama-3.1-70b-versatile,1.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,killed,started,e2,e3,BEFORE,e2-e3,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,started,sparking,e3,e4,BEFORE,e3-e4,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,started,turn,e3,e5,BEFORE,e3-e5,llama-3.1-70b-versatile,2.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,sparking,turn,e4,e5,BEFORE,e4-e5,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,sparking,ended,e4,e6,BEFORE,e4-e6,llama-3.1-70b-versatile,2.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,turn,ended,e5,e6,BEFORE,e5-e6,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,ended,according,e6,e7,BEFORE,e6-e7,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,reported,said,e8,e9,BEFORE,e8-e9,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,said,said,e9,e10,BEFORE,e10-e9,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,die,died,e11,e12,VAGUE,e11-e12,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,recommends,died,e13,e16,VAGUE,e13-e16,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,died,vaccinated,e16,e17,BEFORE,e16-e17,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,died,vaccinated,e16,e19,BEFORE,e16-e19,llama-3.1-70b-versatile,2.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,vaccinated,vaccinated,e17,e19,BEFORE,e17-e19,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,vaccinated,said,e19,e20,BEFORE,e19-e20,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,said,considered,e20,e21,VAGUE,e20-e21,llama-3.1-70b-versatile,2.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,considered,work,e21,e22,BEFORE,e21-e22,llama-3.1-70b-versatile,2.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,work,hospitalized,e22,e26,VAGUE,e22-e26,llama-3.1-70b-versatile,2.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,hospitalized,started,e26,e27,VAGUE,e26-e27,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,started,dropping,e27,e28,BEFORE,e27-e28,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,dropping,appear,e28,e29,BEFORE,e28-e29,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,appear,getting,e29,e30,BEFORE,e29-e30,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,getting,said,e30,e31,BEFORE,e30-e31,llama-3.1-70b-versatile,2.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,killed,started,e2,e3,BEFORE,e2-e3,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,started,sparking,e3,e4,BEFORE,e3-e4,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,started,turn,e3,e5,BEFORE,e3-e5,llama-3.1-70b-versatile,3.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,sparking,turn,e4,e5,BEFORE,e4-e5,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,sparking,ended,e4,e6,BEFORE,e4-e6,llama-3.1-70b-versatile,3.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,turn,ended,e5,e6,BEFORE,e5-e6,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,ended,according,e6,e7,BEFORE,e6-e7,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,reported,said,e8,e9,BEFORE,e8-e9,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,said,said,e9,e10,BEFORE,e10-e9,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,die,died,e11,e12,VAGUE,e11-e12,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,recommends,died,e13,e16,VAGUE,e13-e16,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,died,vaccinated,e16,e17,BEFORE,e16-e17,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,died,vaccinated,e16,e19,BEFORE,e16-e19,llama-3.1-70b-versatile,3.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,vaccinated,vaccinated,e17,e19,BEFORE,e17-e19,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,vaccinated,said,e19,e20,BEFORE,e19-e20,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,said,considered,e20,e21,VAGUE,e20-e21,llama-3.1-70b-versatile,3.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,considered,work,e21,e22,BEFORE,e21-e22,llama-3.1-70b-versatile,3.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,work,hospitalized,e22,e26,VAGUE,e22-e26,llama-3.1-70b-versatile,3.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,hospitalized,started,e26,e27,VAGUE,e26-e27,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,started,dropping,e27,e28,BEFORE,e27-e28,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,dropping,appear,e28,e29,BEFORE,e28-e29,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,appear,getting,e29,e30,BEFORE,e29-e30,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,getting,said,e30,e31,BEFORE,e30-e31,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.21212121212121213,1.0,,3
AP_20130322,season,,e1000028,none.,BEFORE,UNDEFINED,llama-3.1-70b-versatile,4.0,1,,,,0.21212121212121213,1.0,,3
AP_20130322,,,killig if events follow multiple timesthis general asequence prior timens proper trpe pro o on pair list  was probably “getting clower hanc,e2 AFTER e3   ended doesn't necessraily point,BEFORE,UNDEFINED,llama-3.1-70b-versatile,4.0,1,,,,0.21212121212121213,1.0,,3
CNN_20130321_821,make,had,e1,e4,VAGUE,e1-e4,llama-3.1-70b-versatile,0.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,make,used,e1,e5,VAGUE,e1-e5,llama-3.1-70b-versatile,0.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,make,unleashed,e1,e8,VAGUE,e1-e8,llama-3.1-70b-versatile,0.0,1,,,,0.25,1.0,,3
CNN_20130321_821,make,assure,e1,e20,VAGUE,e1-e20,llama-3.1-70b-versatile,0.0,1,,,,0.25,1.0,,3
CNN_20130321_821,had,used,e4,e5,BEFORE,e4-e5,llama-3.1-70b-versatile,0.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,had,unleashed,e4,e8,VAGUE,e4-e8,llama-3.1-70b-versatile,0.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,had,assure,e4,e20,VAGUE,e20-e4,llama-3.1-70b-versatile,0.0,1,,,,0.25,1.0,,3
CNN_20130321_821,used,unleashed,e5,e8,BEFORE,e5-e8,llama-3.1-70b-versatile,0.0,1,,,,0.25,1.0,,3
CNN_20130321_821,used,assure,e5,e20,VAGUE,e20-e5,llama-3.1-70b-versatile,0.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,assure,e8,e20,VAGUE,e20-e8,llama-3.1-70b-versatile,0.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,intended,tries,e1000,e1002,VAGUE,e1000-e1002,llama-3.1-70b-versatile,0.0,1,,,,0.25,1.0,,3
CNN_20130321_821,intended,undermine,e1000,e1003,VAGUE,e1000-e1003,llama-3.1-70b-versatile,0.0,1,,,,0.25,1.0,,3
CNN_20130321_821,tries,undermine,e1002,e1003,EQUAL,e1002-e1003,llama-3.1-70b-versatile,0.0,1,,,,0.25,1.0,,3
CNN_20130321_821,tries,assure,e1002,e20,VAGUE,e1002-e20,llama-3.1-70b-versatile,0.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,undermine,assure,e1003,e20,VAGUE,e1003-e20,llama-3.1-70b-versatile,0.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,assure,tries,e20,e1002,VAGUE,e1002-e20,llama-3.1-70b-versatile,0.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,assure,undermine,e20,e1003,VAGUE,e1003-e20,llama-3.1-70b-versatile,0.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,make,had,e1,e4,VAGUE,e1-e4,llama-3.1-70b-versatile,1.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,make,used,e1,e5,VAGUE,e1-e5,llama-3.1-70b-versatile,1.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,had,used,e4,e5,VAGUE,e4-e5,llama-3.1-70b-versatile,1.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,had,unleashed,e4,e8,VAGUE,e4-e8,llama-3.1-70b-versatile,1.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,used,unleashed,e5,e8,VAGUE,e5-e8,llama-3.1-70b-versatile,1.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,intended,e8,e1000,BEFORE,e1000-e8,llama-3.1-70b-versatile,1.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,tries,e8,e1002,BEFORE,e1002-e8,llama-3.1-70b-versatile,1.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,undermine,e8,e1003,BEFORE,e1003-e8,llama-3.1-70b-versatile,1.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,assure,e8,e20,BEFORE,e20-e8,llama-3.1-70b-versatile,1.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,intended,tries,e1000,e1002,EQUAL,e1000-e1002,llama-3.1-70b-versatile,1.0,1,,,,0.25,1.0,,3
CNN_20130321_821,intended,undermine,e1000,e1003,EQUAL,e1000-e1003,llama-3.1-70b-versatile,1.0,1,,,,0.25,1.0,,3
CNN_20130321_821,tries,undermine,e1002,e1003,EQUAL,e1002-e1003,llama-3.1-70b-versatile,1.0,1,,,,0.25,1.0,,3
CNN_20130321_821,intended,assure,e1000,e20,VAGUE,e1000-e20,llama-3.1-70b-versatile,1.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,tries,assure,e1002,e20,VAGUE,e1002-e20,llama-3.1-70b-versatile,1.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,undermine,assure,e1003,e20,VAGUE,e1003-e20,llama-3.1-70b-versatile,1.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,make,had,e1,e4,VAGUE,e1-e4,llama-3.1-70b-versatile,2.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,make,used,e1,e5,VAGUE,e1-e5,llama-3.1-70b-versatile,2.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,make,unleashed,e1,e8,VAGUE,e1-e8,llama-3.1-70b-versatile,2.0,1,,,,0.25,1.0,,3
CNN_20130321_821,make,assure,e1,e20,VAGUE,e1-e20,llama-3.1-70b-versatile,2.0,1,,,,0.25,1.0,,3
CNN_20130321_821,had,used,e4,e5,VAGUE,e4-e5,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,had,unleashed,e4,e8,VAGUE,e4-e8,llama-3.1-70b-versatile,2.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,had,assure,e4,e20,VAGUE,e20-e4,llama-3.1-70b-versatile,2.0,1,,,,0.25,1.0,,3
CNN_20130321_821,used,unleashed,e5,e8,VAGUE,e5-e8,llama-3.1-70b-versatile,2.0,1,,,,0.25,1.0,,3
CNN_20130321_821,used,assure,e5,e20,VAGUE,e20-e5,llama-3.1-70b-versatile,2.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,assure,e8,e20,VAGUE,e20-e8,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,unleashed,intended,e8,e1000,BEFORE,e1000-e8,llama-3.1-70b-versatile,2.0,1,,,,0.25,1.0,,3
CNN_20130321_821,assure,intended,e20,e1000,VAGUE,e1000-e20,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,assure,tries,e20,e1002,VAGUE,e1002-e20,llama-3.1-70b-versatile,2.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,assure,undermine,e20,e1003,VAGUE,e1003-e20,llama-3.1-70b-versatile,2.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,intended,tries,e1000,e1002,VAGUE,e1000-e1002,llama-3.1-70b-versatile,2.0,1,,,,0.25,1.0,,3
CNN_20130321_821,intended,undermine,e1000,e1003,VAGUE,e1000-e1003,llama-3.1-70b-versatile,2.0,1,,,,0.25,1.0,,3
CNN_20130321_821,tries,undermine,e1002,e1003,EQUAL,e1002-e1003,llama-3.1-70b-versatile,2.0,1,,,,0.25,1.0,,3
CNN_20130321_821,make,had,e1,e4,VAGUE,e1-e4,llama-3.1-70b-versatile,3.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,make,used,e1,e5,VAGUE,e1-e5,llama-3.1-70b-versatile,3.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,had,used,e4,e5,VAGUE,e4-e5,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,had,unleashed,e4,e8,VAGUE,e4-e8,llama-3.1-70b-versatile,3.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,used,unleashed,e5,e8,VAGUE,e5-e8,llama-3.1-70b-versatile,3.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,intended,e8,e1000,VAGUE,e1000-e8,llama-3.1-70b-versatile,3.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,tries,e8,e1002,VAGUE,e1002-e8,llama-3.1-70b-versatile,3.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,undermine,e8,e1003,VAGUE,e1003-e8,llama-3.1-70b-versatile,3.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,assure,e8,e20,VAGUE,e20-e8,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,intended,tries,e1000,e1002,VAGUE,e1000-e1002,llama-3.1-70b-versatile,3.0,1,,,,0.25,1.0,,3
CNN_20130321_821,intended,undermine,e1000,e1003,VAGUE,e1000-e1003,llama-3.1-70b-versatile,3.0,1,,,,0.25,1.0,,3
CNN_20130321_821,intended,assure,e1000,e20,VAGUE,e1000-e20,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,tries,undermine,e1002,e1003,BEFORE,e1002-e1003,llama-3.1-70b-versatile,3.0,1,,,,0.25,1.0,,3
CNN_20130321_821,tries,assure,e1002,e20,VAGUE,e1002-e20,llama-3.1-70b-versatile,3.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,undermine,assure,e1003,e20,VAGUE,e1003-e20,llama-3.1-70b-versatile,3.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,assure,tries,e20,e1002,VAGUE,e1002-e20,llama-3.1-70b-versatile,3.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,,,"e there are no clear temporal relations between the verbs that can be established based on the text, the output consists mainly of VAGUE labels. However, one relation can be established  e1002","e1003, as they appear in the same sentence and ""tries to"" implies a temporal relation.",BEFORE,UNDEFINED,llama-3.1-70b-versatile,3.0,1,BEFORE,36.0,,0.25,1.0,,3
CNN_20130321_821,make,had,e1,e4,VAGUE,e1-e4,llama-3.1-70b-versatile,4.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,make,used,e1,e5,VAGUE,e1-e5,llama-3.1-70b-versatile,4.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,make,unleashed,e1,e8,VAGUE,e1-e8,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,make,assure,e1,e20,VAGUE,e1-e20,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,make,intended,e1,e1000,VAGUE,e1-e1000,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,make,tries,e1,e1002,VAGUE,e1-e1002,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,make,undermine,e1,e1003,VAGUE,e1-e1003,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,had,used,e4,e5,VAGUE,e4-e5,llama-3.1-70b-versatile,4.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,had,unleashed,e4,e8,VAGUE,e4-e8,llama-3.1-70b-versatile,4.0,1,VAGUE,5.0,,0.25,1.0,,3
CNN_20130321_821,had,assure,e4,e20,VAGUE,e20-e4,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,had,intended,e4,e1000,VAGUE,e1000-e4,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,had,tries,e4,e1002,VAGUE,e1002-e4,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,had,undermine,e4,e1003,VAGUE,e1003-e4,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,used,unleashed,e5,e8,BEFORE,e5-e8,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,used,assure,e5,e20,VAGUE,e20-e5,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,used,intended,e5,e1000,VAGUE,e1000-e5,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,used,tries,e5,e1002,VAGUE,e1002-e5,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,used,undermine,e5,e1003,VAGUE,e1003-e5,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,assure,e8,e20,VAGUE,e20-e8,llama-3.1-70b-versatile,4.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,unleashed,intended,e8,e1000,VAGUE,e1000-e8,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,tries,e8,e1002,VAGUE,e1002-e8,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,unleashed,undermine,e8,e1003,VAGUE,e1003-e8,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,tries,assure,e1002,e20,BEFORE,e1002-e20,llama-3.1-70b-versatile,4.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,assure,undermine,e20,e1003,VAGUE,e1003-e20,llama-3.1-70b-versatile,4.0,1,VAGUE,6.0,,0.25,1.0,,3
CNN_20130321_821,assure,intended,e20,e1000,VAGUE,e1000-e20,llama-3.1-70b-versatile,4.0,1,VAGUE,4.0,,0.25,1.0,,3
CNN_20130321_821,intended,tries,e1000,e1002,BEFORE,e1000-e1002,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,undermine,tries,e1003,e1002,BEFORE,e1002-e1003,llama-3.1-70b-versatile,4.0,1,,,,0.25,1.0,,3
CNN_20130321_821,undermine,assure,e1003,e20,EQUAL,e1003-e20,llama-3.1-70b-versatile,4.0,1,VAGUE,6.0,,0.25,1.0,,3
